stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5
150,February - M022002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.4,13.6,NA,72,NA,NA
150,March - M032002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,14.4,NA,97,NA,NA
150,April - M042002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.4,15.9,NA,80,NA,NA
150,May - M052002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.7,20.2,NA,95,NA,NA
150,June - M062002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,17.8,NA,66,NA,NA
150,July - M072002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.1,24.8,NA,87,NA,NA
150,August - M082002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.1,21.7,NA,51,NA,NA
150,September - M092002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.9,28.3,NA,86,NA,NA
150,October - M102002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.9,20.6,NA,88,NA,NA
150,November - M112002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",28.6,21.1,NA,113,NA,NA
150,December - M122002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.9,22.7,NA,125,NA,NA
151,January - M012002,Andhra Pradesh,Hyderabad,NA,Industrial Area,12.6,13.4,NA,78,NA,NA
151,February - M022002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.1,12,NA,74,NA,NA
151,March - M032002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8,15.5,NA,90,NA,NA
151,April - M042002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8,9.6,NA,89,NA,NA
151,May - M052002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.2,12.5,NA,72,NA,NA
151,June - M062002,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.1,11.5,NA,60,NA,NA
151,July - M072002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,17,NA,58,NA,NA
151,August - M082002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,15.8,NA,46,NA,NA
151,September - M092002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.7,18.5,NA,67,NA,NA
151,October - M102002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.3,18.7,NA,76,NA,NA
151,November - M112002,Andhra Pradesh,Hyderabad,NA,Industrial Area,18.3,22.5,NA,82,NA,NA
151,December - M122002,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.3,25.8,NA,89,NA,NA
152,January - M012002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",19.1,42.3,NA,124,NA,NA
152,February - M022002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.4,34.5,NA,109,NA,NA
152,March - M032002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.3,41.4,NA,127,NA,NA
152,April - M042002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,32.1,NA,123,NA,NA
152,May - M052002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,30.8,NA,98,NA,NA
152,June - M062002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.5,33.4,NA,106,NA,NA
152,July - M072002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,34,NA,89,NA,NA
152,August - M082002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,35.6,NA,79,NA,NA
152,September - M092002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.3,48.3,NA,94,NA,NA
152,October - M102002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,44.8,NA,125,NA,NA
152,November - M112002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",25,49.3,NA,149,NA,NA
152,December - M122002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.4,48,NA,161,NA,NA
202,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,19.7,NA,81,NA,NA
202,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,21.1,NA,114,NA,NA
202,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.7,22.4,NA,139,NA,NA
202,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.3,13.5,NA,128,NA,NA
202,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3,9.8,NA,140,NA,NA
202,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.5,7.5,NA,56,NA,NA
202,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.6,5.2,NA,72,NA,NA
202,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.2,6.7,NA,60,NA,NA
202,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.5,5.3,NA,72,NA,NA
202,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.2,17.1,NA,87,NA,NA
202,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.3,11.2,NA,103,NA,NA
202,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4,12,NA,128,NA,NA
203,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,41.8,NA,149,NA,NA
203,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,46.9,NA,130,NA,NA
203,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4,31.8,NA,181,NA,NA
203,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.7,31.4,NA,229,NA,NA
203,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.8,8.8,NA,262,NA,NA
203,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5,24.4,NA,191,NA,NA
203,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.5,13.6,NA,108,NA,NA
203,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.8,20.8,NA,114,NA,NA
203,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.9,29.9,NA,135,NA,NA
203,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.7,34.4,NA,139,NA,NA
203,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.3,41.5,NA,162,NA,NA
203,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,6.9,36.1,NA,189,NA,NA
232,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,6.5,21.7,NA,8,NA,NA
232,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,6.9,27.1,NA,8,NA,NA
232,March - M032002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.2,25.4,NA,8,NA,NA
232,April - M042002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,20.1,34.4,NA,8,NA,NA
232,May - M052002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,7.7,29.2,NA,17,NA,NA
232,June - M062002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,8.9,30.7,NA,21,NA,NA
232,July - M072002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,19,NA,8,NA,NA
232,August - M082002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,4.5,17.4,NA,8,NA,NA
232,September - M092002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,4.4,18.8,NA,8,NA,NA
232,October - M102002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,2.7,25,NA,8,NA,NA
232,December - M122002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,6.5,24.1,NA,8,NA,NA
233,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,6,25.6,NA,8,NA,NA
233,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,8.1,31.2,NA,8,NA,NA
